order_id,product_name,sales,quantity,profit,product_id
IN-2012-50466,"Ibico Binding Machine, Clear",102,2,0,OFF-BI-10003142
ES-2012-2233016,"Stanley Markers, Easy-Erase",45,2,0,OFF-BI-10004080
IN-2012-55625,"GlobeWeis Clasp Envelope, Set of 50",20,2,0,OFF-BI-10000280
ES-2012-2669437,"Tenex Trays, Wire Frame",53,2,0,OFF-AVE-10004512
IN-2013-50410,"Eldon Shelving, Wire Frame",95,2,0,OFF-AVE-10004512
ES-2013-2115657,"Binney & Smith Pens, Easy-Erase",24,2,0,OFF-BI-10003142
TZ-2013-4050,"Stanley Markers, Easy-Erase",45,2,0,OFF-BI-10001249
ES-2013-3496655,"Lesro Round Table, Fully Assembled",453,2,0,OFF-BI-10004080
IN-2013-75477,"Avery Binding Machine, Clear",87,2,0,OFF-AVE-10002892
MO-2013-5760,"Stanley Markers, Easy-Erase",45,2,0,OFF-AVE-10004512
CA-2013-136406,HON 5400 Series Task Chairs for Big and Tall,1122,2,0,OFF-BI-10001304
SU-2013-1710,"Avery Hole Reinforcements, Economy",9,2,0,OFF-AVE-10004512
ML-2013-2850,"Boston Sketch Pad, Fluorescent",100,2,0,OFF-BI-10002412
ES-2013-1123163,"Boston Sketch Pad, Fluorescent",100,2,0,OFF-BI-10000340
CG-2013-6080,"HP Fax Machine, Color",603,2,0,OFF-BI-10003899
ES-2013-3542934,"Kleencut Shears, Easy Grip",97,2,0,OFF-AVE-10004512
IN-2013-80048,"Dania 3-Shelf Cabinet, Mobile",288,2,0,OFF-AVE-10004512
ES-2013-4487295,"Stanley Markers, Easy-Erase",45,2,0,OFF-BI-10003142
CA-2013-112830,"Deflect-o EconoMat Nonstudded, No Bevel Mat",83,2,0,OFF-BI-10002412
ES-2013-3792525,"GlobeWeis Peel and Seal, Set of 50",43,2,0,OFF-BI-10000389
SG-2013-4430,"Sanford Canvas, Water Color",107,2,0,OFF-BI-10003899
IN-2013-28094,"Boston Pens, Blue",28,2,0,OFF-AVE-10002892
MX-2013-109183,"Eldon File Cart, Single Width",171,2,0,OFF-AVE-10003279
CA-2013-114727,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",594,2,0,OFF-BI-10004094
SA-2013-9480,"HP Fax Machine, Digital",599,2,0,OFF-BI-10004632
UP-2013-7800,"Enermax Memo Slips, 8.5 x 11",40,2,0,OFF-BI-10000136
MX-2013-118402,"Cardinal 3-Hole Punch, Recycled",39,2,0,OFF-BI-10002937
SU-2013-4750,"Sharp Fax Machine, Digital",591,2,0,OFF-AVE-10000608
MO-2013-5590,"Avery 3-Hole Punch, Recycled",56,2,0,OFF-BI-10003708
ES-2013-5246151,"Enermax Mouse, Programmable",84,2,0,OFF-BI-10003874
ES-2013-1299121,"Sanford Canvas, Water Color",107,2,0,OFF-BI-10002853
MX-2013-157875,"Ibico Hole Reinforcements, Economy",9,2,0,OFF-AVE-10000357
CA-2013-114748,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",170,2,0,OFF-ACC-10003422
MX-2013-103492,"Office Star Steel Folding Chair, Adjustable",100,2,0,OFF-BI-10001833
MX-2013-121846,"Eldon Folders, Blue",23,2,0,OFF-BI-10004334
MX-2013-110933,"Cisco Speaker Phone, Full Size",186,2,0,OFF-BI-10000081
CM-2013-3920,"Tenex Folders, Industrial",47,2,0,OFF-BI-10001055
MX-2013-131247,"Hon Color Coded Labels, Adjustable",14,2,0,OFF-BI-10000185
ID-2013-47169,"SanDisk Memo Slips, 8.5 x 11",21,2,0,OFF-BI-10004187
SF-2013-10000,"Eldon Shelving, Single Width",97,2,0,OFF-BI-10003476
CA-2013-144344,Eldon Radial Chair Mat for Low to Medium Pile Carpets,64,2,0,OFF-BI-10001397
IR-2013-6040,"SanDisk Numeric Keypad, Bluetooth",111,2,0,OFF-BI-10001575
ES-2013-2871320,"Rubbermaid Stacking Tray, Erganomic",44,2,0,OFF-BI-10004446
IN-2013-15340,"Dania 3-Shelf Cabinet, Mobile",288,2,0,OFF-CAR-10003259
ES-2013-2222698,"HP Fax Machine, Digital",599,2,0,OFF-BI-10004195
IR-2013-6110,"Office Star Steel Folding Chair, Black",179,2,0,OFF-BI-10003676
IN-2013-13149,"BIC Highlighters, Water Color",44,2,0,OFF-BI-10001002
ES-2013-2061669,"Kleencut Box Cutter, High Speed",69,2,0,OFF-BI-10003091
ES-2014-3319612,"Kraft Clasp Envelope, Set of 50",18,2,0,OFF-BI-10004364
CG-2014-1140,"Boston Sketch Pad, Fluorescent",100,2,0,OFF-BI-10002296
HU-2014-6300,"Fellowes File Cart, Single Width",275,2,0,OFF-BI-10000605
ES-2014-4329629,"Stanley Markers, Easy-Erase",45,2,0,OFF-BI-10000538
MX-2014-137911,"Enermax Numeric Keypad, Bluetooth",76,2,0,OFF-BI-10004722
EG-2014-9000,"Binney & Smith Pens, Easy-Erase",24,2,0,OFF-IBI-10002486
ES-2014-1749985,"Sanford Canvas, Water Color",107,2,0,OFF-BI-10002885
MX-2014-149573,"Enermax Parchment Paper, Recycled",20,2,0,OFF-BI-10002986
SF-2014-3550,"Kleencut Shears, Easy Grip",97,2,0,OFF-BI-10001192
IN-2014-77997,"Hon Color Coded Labels, Alphabetical",25,2,0,OFF-BI-10003277
IN-2014-51684,"Boston Pens, Blue",28,2,0,OFF-BI-10003708
MX-2014-105921,"Belkin Router, Erganomic",342,2,0,OFF-BI-10001384
CA-2014-140872,Bush Mission Pointe Library,242,2,0,OFF-CAR-10003030
IN-2014-86964,"GlobeWeis Clasp Envelope, Set of 50",20,2,0,OFF-BI-10002570
BO-2014-6700,"Avery Hole Reinforcements, Economy",9,2,0,OFF-BI-10002296
MX-2014-144638,"Belkin Router, Erganomic",342,2,0,OFF-BI-10001758
IN-2014-49815,"SanDisk Mouse, USB",77,2,0,OFF-CAR-10002054
RS-2014-5930,"Stanley Markers, Easy-Erase",45,2,0,OFF-BI-10000343
ES-2014-5630136,"Smead Box, Blue",22,2,0,OFF-IBI-10001772
ES-2014-3179581,"Avery Hole Reinforcements, Economy",9,2,0,OFF-WIL-10000986
CA-2014-142342,Sterilite Show Offs Storage Containers,11,2,0,OFF-AVE-10000543
IN-2014-15676,"SanDisk Computer Printout Paper, 8.5 x 11",68,2,0,OFF-BI-10004181
IN-2014-76114,"Dania 3-Shelf Cabinet, Mobile",288,2,0,OFF-BI-10003372
ES-2014-2349858,"SAFCO Rocking Chair, Set of Two",274,2,0,OFF-BI-10000089
HR-2014-3840,"Avery Hole Reinforcements, Economy",9,2,0,OFF-BI-10003012
SA-2014-4390,"Novimex Removable Labels, Adjustable",16,2,0,OFF-BI-10001249
MX-2014-139164,"Eldon Folders, Blue",23,2,0,OFF-BI-10001717
SG-2014-2120,"Enermax Memo Slips, 8.5 x 11",40,2,0,OFF-BI-10000719
MX-2014-116855,"Bush 3-Shelf Cabinet, Metal",190,2,0,OFF-BI-10000666
CA-2014-124205,"Contico 72""H Heavy-Duty Storage System",82,2,0,OFF-WIL-10001889
AO-2014-8250,"Fellowes File Cart, Single Width",275,2,0,OFF-BI-10004593
IR-2014-8750,"Avery Hole Reinforcements, Economy",9,2,0,OFF-WIL-10002772
IR-2014-7430,"Hon Executive Leather Armchair, Red",919,2,0,OFF-BI-10002827
MX-2014-169684,"Novimex Steel Folding Chair, Red",110,2,0,OFF-BI-10003676
MX-2014-106901,"Accos Thumb Tacks, 12 Pack",17,2,0,OFF-BI-10004230
MX-2014-168284,"Eldon File Cart, Single Width",171,2,0,OFF-BI-10000368
IN-2014-22718,"Xerox Note Cards, 8.5 x 11",61,2,0,OFF-BI-10001196
UP-2014-5840,"Sanford Canvas, Water Color",107,2,0,OFF-BI-10000815
ES-2014-5915369,"Stanley Markers, Easy-Erase",45,2,0,OFF-ACC-10000233
ES-2014-3986128,"HP Fax Machine, Color",603,2,0,OFF-BI-10002799
IZ-2014-450,"Smead Box, Blue",22,2,0,OFF-BI-10002570
IN-2014-13737,"Ibico Binding Machine, Clear",102,2,0,OFF-BI-10002632
IN-2014-48310,"Safco Corner Shelving, Metal",298,2,0,OFF-CAR-10004408
ES-2014-2637929,"Cuisinart Microwave, Silver",558,2,0,OFF-BI-10000894
ES-2014-3223817,"HP Fax Machine, Digital",599,2,0,OFF-IBI-10001772
IN-2014-20716,"Canon Copy Machine, Color",527,2,0,OFF-CAR-10001911
SF-2014-1460,"Avery 3-Hole Punch, Recycled",56,2,0,OFF-BI-10004654
ES-2014-3625378,"Boston Sketch Pad, Fluorescent",100,2,0,OFF-BI-10003291
MX-2014-157042,"Deflect-O Door Stop, Black",59,2,0,OFF-BI-10004440
IS-2014-4250,"Novimex Removable Labels, Adjustable",16,2,0,OFF-BI-10004728
MX-2014-101406,"Belkin Router, Erganomic",342,2,0,OFF-BI-10004121
ES-2014-1311351,"Advantus Thumb Tacks, Bulk Pack",27,2,0,OFF-AVE-10000608
AG-2011-2040,"Tenex Lockers, Blue",408,2,106.14,OFF-BI-10001031
IN-2011-47883,"Eaton Computer Printout Paper, 8.5 x 11",55,2,15.342,OFF-BI-10004142
ID-2011-80230,"Hon Rocking Chair, Set of Two",159,2,-95.676,OFF-BI-10000389
IR-2011-770,"Breville Coffee Grinder, Black",123,2,42.9,OFF-BI-10002012
ID-2011-80230,"Belkin Numeric Keypad, Bluetooth",69,2,3.42,OFF-BI-10001717
ID-2011-80230,"SAFCO Chairmat, Black",69,2,-26.412,OFF-AVE-10002079
ID-2011-12596,"Smead File Cart, Blue",135,2,-45.9018,OFF-BI-10000368
MX-2011-140641,"Sharp Ink, Laser",166,2,49.42824,OFF-BI-10001253
ID-2011-41632,"Tenex Trays, Blue",90,2,29.2686,OFF-BI-10002986
CA-2011-167199,Ibico Hi-Tech Manual Binding System,610,2,274.491,OFF-BI-10002193
CA-2011-167199,GE 30524EE4,392,2,113.6742,OFF-BI-10004094
MZ-2011-1260,"Eldon File Cart, Single Width",256,2,46.02,OFF-WIL-10003299
ID-2011-58670,"Logitech Router, Programmable",274,2,-44.838,OFF-BI-10002172
AG-2011-7230,"Stanley Sketch Pad, Fluorescent",91,2,14.58,OFF-ACC-10000798
ID-2011-20814,"Motorola Signal Booster, Full Size",240,2,-11.6028,OFF-WIL-10001069
IN-2011-69366,"Apple Headset, Full Size",124,2,32.793,OFF-IBI-10001494
EG-2011-4260,"Chromcraft Wood Table, Fully Assembled",968,2,445.26,OFF-BI-10000320
HU-2011-1380,"Epson Phone, Red",156,2,23.4,OFF-ACC-10000798
ES-2011-4359424,"Bevis Training Table, with Bottom Storage",268,2,-341.736,OFF-BI-10002243
TU-2011-800,"Safco Floating Shelf Set, Metal",157,2,-117.72,OFF-ACC-10004692
IN-2011-79761,"Rubbermaid Photo Frame, Duo Pack",78,2,23.775,OFF-BI-10004436
ES-2011-1460199,"Epson Printer, White",522,2,20.88,OFF-BI-10000583
IT-2011-5340302,"Smead Lockers, Blue",198,2,-130.98,OFF-BI-10003650
TU-2011-4040,"Fellowes File Cart, Blue",110,2,-54.972,OFF-BI-10002919
ES-2011-3661686,"Hewlett Copy Machine, Laser",527,2,10.5,OFF-BI-10004593
ES-2011-1374122,"Dania Library with Doors, Traditional",652,2,7.2,OFF-BI-10000542
ES-2011-3661686,"Elite Letter Opener, Easy Grip",55,2,2.16,OFF-BI-10003429
MX-2011-139199,"Ikea Floating Shelf Set, Metal",226,2,33.96,OFF-BI-10001507
AO-2011-8430,"Bush Classic Bookcase, Traditional",825,2,338.34,OFF-BI-10001617
MX-2011-131618,"Cuisinart Microwave, Silver",372,2,81.88,OFF-IBI-10000440
ES-2011-1122594,"Boston Pencil Sharpener, Water Color",58,2,7.56,OFF-BI-10000765
MG-2011-9660,"Office Star Rocking Chair, Black",277,2,55.38,OFF-BI-10004224
MX-2011-146584,"Apple Signal Booster, VoIP",182,2,16.4,OFF-IBI-10004959
ES-2011-3229667,"Memorex Router, Programmable",495,2,232.8,OFF-IBI-10004074
CA-2011-167927,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,67,2,15.9792,OFF-BI-10002708
MG-2011-9660,"Fiskars Trimmer, High Speed",85,2,12.66,OFF-ACC-10002220
ES-2011-5497239,"Bush Classic Bookcase, Traditional",825,2,338.34,OFF-WIL-10000164
KE-2011-7940,"Smead Trays, Wire Frame",95,2,12.36,OFF-BI-10002570
MX-2011-143238,"Sauder Floating Shelf Set, Traditional",259,2,101.16,OFF-BI-10003503
MX-2011-165526,"SanDisk Keyboard, USB",109,2,27.2,OFF-BI-10002062
EN-2011-70,"Cisco Smart Phone, Full Size",1303,2,286.56,OFF-BI-10003007
ES-2011-3060159,"Sharp Fax Machine, Laser",591,2,53.16,OFF-BI-10001617
IN-2011-85459,"Tenex Frame, Black",220,2,8.76,OFF-BI-10003025
ES-2011-4436456,"Safco Stackable Bookrack, Mobile",119,2,-143.076,OFF-BI-10001804
IT-2011-2536577,"Smead Trays, Wire Frame",86,2,2.85,OFF-BI-10004553
CA-2011-167997,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",142,2,39.7488,OFF-BI-10001543
US-2011-155502,Jabra SPEAK 410,188,2,52.6344,OFF-BI-10000773
CT-2011-6350,"Kleencut Trimmer, Serrated",76,2,20.58,OFF-ACC-10001993
IN-2011-63990,"Sharp Fax Machine, Digital",532,2,47.202,OFF-BI-10001758
US-2011-119053,"Hon Conference Table, Adjustable Height",493,2,-468.016,OFF-BI-10000136
US-2011-156664,"Hon Conference Table, Adjustable Height",369,2,-591.172,OFF-BI-10000309
ID-2011-80545,"SAFCO Rocking Chair, Red",162,2,-29.688,OFF-BI-10000605
NI-2011-2370,"Canon Fax Machine, Laser",191,2,-382.086,OFF-BI-10004589
CA-2011-134103,Space Solutions HD Industrial Steel Shelving.,230,2,6.8982,OFF-BI-10001196
MO-2011-4320,"Novimex Swivel Stool, Adjustable",334,2,26.7,OFF-BI-10001597
IN-2011-30733,"Brother Personal Copier, Laser",286,2,71.4,OFF-BI-10002735
CA-2011-115161,"Sauder Facets Collection Library, Sky Alder Finish",291,2,3.4196,OFF-BI-10003058
US-2011-118892,"Hamilton Beach Refrigerator, Silver",401,2,20.024,OFF-BI-10004410
US-2011-118892,"Memorex Memory Card, USB",82,2,-19.136,OFF-BI-10004181
IN-2011-56990,"Bevis Computer Table, Fully Assembled",692,2,-207.732,OFF-BI-10004553
ES-2011-3188488,"Ikea Library with Doors, Pine",729,2,240.72,OFF-WIL-10002772
ES-2011-3642330,"Cisco Headset, Full Size",162,2,43.014,OFF-BI-10002894
IT-2011-4488946,"Fellowes File Cart, Industrial",248,2,8.262,OFF-BI-10003951
CA-2011-111059,Ibico Laser Imprintable Binding System Covers,84,2,27.248,OFF-WIL-10002772
IN-2011-40512,"Cisco Signal Booster, with Caller ID",252,2,6.0378,OFF-BI-10002040
ES-2011-2367994,"Konica Receipt Printer, Wireless",208,2,12.225,OFF-BI-10003291
ID-2011-85396,"Sharp Copy Machine, Color",285,2,-104.58,OFF-BI-10004142
EG-2011-3900,"SAFCO Swivel Stool, Black",331,2,119.16,OFF-BI-10002483
MX-2011-137064,"SAFCO Executive Leather Armchair, Adjustable",619,2,235.04,OFF-WIL-10001889
IT-2011-3659171,"Harbour Creations Rocking Chair, Set of Two",269,2,23.892,OFF-BI-10004369
ES-2011-2722980,"Binney & Smith Sketch Pad, Blue",93,2,24.06,OFF-BI-10004390
ES-2011-4632225,"Dania Classic Bookcase, Traditional",822,2,353.22,OFF-BI-10001636
ES-2011-3818297,"Sauder Library with Doors, Mobile",780,2,117,OFF-BI-10002071
ES-2011-4744800,"Panasonic Receipt Printer, Wireless",206,2,26.55,OFF-CAR-10003373
MX-2011-135552,"KitchenAid Blender, White",133,2,9.28,OFF-BI-10001097
MX-2011-130981,"Canon Personal Copier, Laser",190,2,81.41936,OFF-BI-10003529
ZI-2011-9280,"Rogers File Cart, Single Width",85,2,-124.662,OFF-BI-10003705
CA-2011-168368,Fellowes Neat Ideas Storage Cubes,65,2,2.5984,OFF-BI-10004651
US-2011-110674,"Global Geo Office Task Chair, Gray",130,2,-24.294,OFF-BI-10000188
RS-2011-3350,"Brother Ink, Color",297,2,145.74,OFF-BI-10004305
IN-2011-85284,"Tenex Lockers, Wire Frame",406,2,178.8,OFF-BI-10002222
SG-2011-4160,"GlobeWeis Mailers, Set of 50",77,2,0.72,OFF-BI-10000042
MX-2011-106803,"Rogers Shelving, Wire Frame",82,2,22.84,OFF-BI-10000145
MX-2011-106803,"Belkin Numeric Keypad, Bluetooth",77,2,33.2,OFF-BI-10000542
IT-2011-3264984,"Hon Executive Leather Armchair, Adjustable",728,2,-81.864,OFF-BI-10001904
CA-2011-121762,Compact Automatic Electric Letter Opener,239,2,4.7724,OFF-BI-10004140
ID-2011-47575,"Cisco Headset, Cordless",137,2,-1.845,OFF-ACC-10000218
CG-2011-6250,"Cuisinart Blender, Black",133,2,1.32,OFF-AVE-10000608
CG-2011-6250,"Stanley Canvas, Easy-Erase",99,2,23.82,OFF-BI-10001621
CA-2011-121762,Belkin 8 Outlet Surge Protector,82,2,22.9488,OFF-BI-10002852
IN-2011-65033,"Panasonic Printer, Durable",480,2,58.638,OFF-BI-10000871
IT-2011-1978668,"Nokia Audio Dock, VoIP",284,2,43.371,OFF-BI-10004209
IN-2011-65033,"Novimex Swivel Stool, Black",292,2,38.874,OFF-BI-10004869
ID-2011-72173,"SanDisk Router, Programmable",258,2,-165.03,OFF-BI-10002794
IN-2011-26456,"Canon Ink, Color",297,2,56.46,OFF-BI-10003719
IN-2011-58341,"Ikea Floating Shelf Set, Mobile",346,2,114.06,OFF-BI-10000312
IN-2011-16362,"Logitech Memory Card, USB",207,2,43.5,OFF-BI-10001192
ID-2011-55667,"Harbour Creations Steel Folding Chair, Set of Two",160,2,-28.056,OFF-BI-10004817
MX-2011-161480,"Canon Wireless Fax, High-Speed",501,2,84.39504,OFF-BI-10001002
US-2011-149559,"Okidata Printer, Durable",143,2,-85.976,OFF-BI-10000894
US-2011-132388,"Okidata Printer, Durable",107,2,-121.792,OFF-BI-10000312
ES-2011-2377967,"Brother Copy Machine, High-Speed",525,2,57.66,OFF-BI-10002764
SG-2011-8120,"Logitech Flash Drive, Programmable",64,2,30.06,OFF-BI-10003656
AG-2011-8180,"Epson Inkjet, Durable",613,2,202.32,OFF-WIL-10000164
AG-2011-8180,"Eldon Lockers, Wire Frame",394,2,78.78,OFF-AVE-10004308
MX-2011-114909,"HP Fax and Copier, Color",232,2,43.69512,OFF-IBI-10001494
MX-2011-133466,"Acme Trimmer, Serrated",55,2,1.64,OFF-IBI-10001951
MX-2011-135440,"Rubbermaid Clock, Black",67,2,32.76,OFF-WIL-10003774
MX-2011-156748,"Okidata Printer, Wireless",358,2,110.96,OFF-ACC-10003422
ID-2011-72894,"KitchenAid Microwave, Silver",311,2,-224.01,OFF-BI-10004868
ID-2011-72894,"Belkin Memory Card, Bluetooth",115,2,-50.55,OFF-BI-10000312
IN-2011-59986,"Panasonic Receipt Printer, White",215,2,7.158,OFF-BI-10000115
CA-2011-104269,Global Deluxe High-Back Manager's Chair,458,2,51.4764,OFF-ACC-10004182
UP-2011-3730,"Sharp Fax Machine, High-Speed",588,2,123.36,OFF-BI-10002287
UP-2011-3090,"Hon Steel Folding Chair, Red",163,2,76.5,OFF-BI-10003638
UP-2011-3090,"Fellowes Shelving, Single Width",116,2,30.06,OFF-BI-10000368
IN-2011-26946,"Hon Swivel Stool, Red",239,2,62.169,OFF-BI-10002386
ES-2011-2010166,"Belkin Keyboard, USB",151,2,-5.058,OFF-BI-10000501
UP-2011-3090,"Stanley Canvas, Blue",99,2,15.78,OFF-ACC-10004322
UP-2011-3730,"StarTech Receipt Printer, Wireless",221,2,15.48,OFF-IBI-10002486
ES-2011-1416586,"Fellowes Shelving, Wire Frame",102,2,35.238,OFF-CAR-10001428
ID-2011-34037,"Office Star Executive Leather Armchair, Black",682,2,186.9678,OFF-BI-10000620
IN-2011-53469,"Stanley Markers, Water Color",46,2,4.524,OFF-BI-10002976
MO-2011-720,"StarTech Inkjet, White",598,2,263.04,OFF-BI-10000816
EG-2011-2040,"KitchenAid Coffee Grinder, Black",140,2,57.3,OFF-BI-10000827
NI-2011-1790,"Smead Lockers, Single Width",119,2,-99.27,OFF-BI-10004970
TU-2011-6490,"Panasonic Receipt Printer, Red",94,2,-25.98,OFF-BI-10004876
ES-2011-2242689,"BIC Canvas, Water Color",102,2,-10.296,OFF-BI-10000145
CA-2011-104563,"Global Leather and Oak Executive Chair, Black",482,2,54.1764,OFF-IBI-10002637
ES-2011-4410046,"BIC Canvas, Easy-Erase",108,2,36.66,OFF-CAR-10002375
US-2011-131982,Catalog Binders with Expanding Posts,108,2,33.64,OFF-BI-10001525
IN-2011-67028,"Nokia Smart Phone, Cordless",954,2,38.145,OFF-BI-10001192
ES-2011-3832823,"Kraft Interoffice Envelope, Set of 50",94,2,20.64,OFF-ACC-10003422
ES-2011-3468356,"Harbour Creations Chairmat, Adjustable",74,2,-17.91,OFF-BI-10004632
MX-2011-154620,"HP Copy Machine, Laser",324,2,5.83112,OFF-BI-10004712
MX-2011-104752,"Eldon Frame, Black",155,2,43.4,OFF-BI-10001643
ES-2011-3979558,"Fellowes File Cart, Wire Frame",273,2,57.24,OFF-BI-10002681
MX-2011-156895,"BIC Sketch Pad, Easy-Erase",65,2,22.16,OFF-BI-10001628
CA-2011-152618,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,575,2,156.047,OFF-WIL-10003308
ES-2011-4699764,"Eldon File Cart, Single Width",230,2,20.436,OFF-IBI-10001640
US-2011-166548,"Harbour Creations Executive Leather Armchair, Black",379,2,-94.752,OFF-BI-10003616
IN-2011-26057,"SAFCO Swivel Stool, Adjustable",341,2,122.7,OFF-BI-10000136
CA-2011-157609,Polycom VoiceStation 500 Conference phone,472,2,29.495,OFF-BI-10003763
CG-2011-9780,"Belkin Memory Card, Erganomic",225,2,112.62,OFF-CAR-10000202
ES-2011-2587200,"Fiskars Trimmer, Steel",83,2,9.96,OFF-ACC-10000102
MX-2011-135020,"Epson Printer, White",348,2,149.64,OFF-IBI-10004916
MX-2011-135020,"Nokia Office Telephone, VoIP",87,2,22.6,OFF-BI-10004828
CA-2011-118339,Bionaire Personal Warm Mist Humidifier/Vaporizer,94,2,36.5742,OFF-BI-10001399
