product_id,product_name,category,sub_category,profit
OFF-BI-10001304,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,114.9385
OFF-AVE-10002892,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,12.4416
OFF-AVE-10002892,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,97.0784
OFF-BI-10000280,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,3.71
OFF-BI-10000280,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,17.5812
OFF-BI-10002558,"Cardinal Binder Covers, Economy",Office Supplies,Binders,6.2208
OFF-BI-10001304,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,9.3312
OFF-BI-10001249,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,21.7728
OFF-BI-10003899,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,27.4302
OFF-BI-10002412,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,13.3035
OFF-BI-10003899,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,4.6464
OFF-BI-10003142,"Acco Binder Covers, Clear",Office Supplies,Binders,18.6624
OFF-BI-10004080,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,Binders,6.3504
OFF-BI-10000280,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,6.0858
OFF-AVE-10004512,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,26.6304
OFF-AVE-10004512,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,9.3312
OFF-BI-10003142,"Acco Binder Covers, Clear",Office Supplies,Binders,3.84
OFF-BI-10001249,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,15.552
OFF-BI-10004080,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,Binders,3.852
OFF-AVE-10002892,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,9.63
OFF-AVE-10004512,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,6.2208
OFF-BI-10001304,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,3.0268
OFF-AVE-10004512,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,40.1702
OFF-BI-10002412,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,7.0218
OFF-BI-10000340,"Avery Binding Machine, Clear",Office Supplies,Binders,16.9932
OFF-BI-10003899,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,84.0512
OFF-AVE-10004512,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,5.8604
OFF-AVE-10004512,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,48.5392
OFF-BI-10003142,"Acco Binder Covers, Clear",Office Supplies,Binders,16.68
OFF-BI-10002412,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,5.3214
OFF-BI-10000389,"Ibico Binding Machine, Clear",Office Supplies,Binders,5.7624
OFF-BI-10003899,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,53.4954
OFF-AVE-10002892,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,15.065
OFF-AVE-10003279,"Avery Hole Reinforcements, Durable",Office Supplies,Binders,4.8804
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,27.783
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,48.5392
OFF-BI-10000136,"Ibico Index Tab, Durable",Office Supplies,Binders,73.41
OFF-BI-10002937,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,6.2208
OFF-AVE-10000608,"Avery Index Tab, Economy",Office Supplies,Binders,14.418
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,18.6624
OFF-BI-10003874,"Avery Index Tab, Clear",Office Supplies,Binders,46.953
OFF-BI-10002853,"Avery Binder Covers, Recycled",Office Supplies,Binders,2.3177
OFF-AVE-10000357,"Avery Binder Covers, Clear",Office Supplies,Binders,3.1104
OFF-ACC-10003422,"Acco Binder, Durable",Office Supplies,Binders,45.9754
OFF-BI-10001833,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,3.852
OFF-BI-10004334,"Avery Hole Reinforcements, Durable",Office Supplies,Binders,6.321
OFF-BI-10000081,"Ibico Index Tab, Clear",Office Supplies,Binders,15.552
OFF-BI-10001055,"Wilson Jones Hole Reinforcements, Durable",Office Supplies,Binders,6.4128
OFF-BI-10000185,"Cardinal Binder Covers, Recycled",Office Supplies,Binders,21.7728
OFF-BI-10004187,Staples,Office Supplies,Binders,13.455
OFF-BI-10003476,Avery Metallic Poly Binders,Office Supplies,Binders,140.5957
OFF-BI-10001397,"Ibico Binder, Economy",Office Supplies,Binders,80.3404
OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,8.4528
OFF-BI-10004446,"Acco Binding Machine, Economy",Office Supplies,Binders,18.0096
OFF-CAR-10003259,"Cardinal Binder, Recycled",Office Supplies,Binders,3.852
OFF-BI-10004195,"Wilson Jones Binding Machine, Clear",Office Supplies,Binders,68.976
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,4.752
OFF-BI-10001002,"Avery Binder Covers, Recycled",Office Supplies,Binders,114.9385
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,25.02
OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,16.0928
OFF-BI-10002296,"Acco Binder Covers, Economy",Office Supplies,Binders,6.2208
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,4.752
OFF-BI-10000538,"Acco Binding Machine, Clear",Office Supplies,Binders,2.691
OFF-BI-10004722,"Avery Index Tab, Clear",Office Supplies,Binders,41.823
OFF-IBI-10002486,"Ibico Index Tab, Clear",Office Supplies,Binders,12.4416
OFF-BI-10002885,"Avery Hole Reinforcements, Recycled",Office Supplies,Binders,17.334
OFF-BI-10002986,"Avery Binder Covers, Recycled",Office Supplies,Binders,9.4815
OFF-BI-10001192,"Cardinal Binder, Clear",Office Supplies,Binders,40.1702
OFF-BI-10003277,"Ibico Binder Covers, Durable",Office Supplies,Binders,3.1104
OFF-BI-10003708,"Avery Binder, Economy",Office Supplies,Binders,30.4278
OFF-BI-10001384,"Cardinal Binder, Economy",Office Supplies,Binders,28.008
OFF-CAR-10003030,"Cardinal Index Tab, Economy",Office Supplies,Binders,5.8604
OFF-BI-10002570,"Acco Binder Covers, Clear",Office Supplies,Binders,24.219
OFF-BI-10002296,"Acco Binder Covers, Economy",Office Supplies,Binders,9.504
OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,17.3148
OFF-CAR-10002054,"Cardinal Hole Reinforcements, Economy",Office Supplies,Binders,19.6686
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,5.8604
OFF-IBI-10001772,"Ibico Index Tab, Clear",Office Supplies,Binders,27.9936
OFF-WIL-10000986,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,16.032
OFF-AVE-10000543,"Avery Hole Reinforcements, Clear",Office Supplies,Binders,15.552
OFF-BI-10004181,"Avery 3-Hole Punch, Clear",Office Supplies,Binders,6.2208
OFF-BI-10003372,"Ibico Binding Machine, Durable",Office Supplies,Binders,9.6192
OFF-BI-10000089,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,6.2208
OFF-BI-10003012,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,84.0512
OFF-BI-10001249,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,83.646
OFF-BI-10001717,"Avery Hole Reinforcements, Durable",Office Supplies,Binders,6.2208
OFF-BI-10000719,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,54.8604
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,7.6146
OFF-WIL-10001889,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,18.0096
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,21.384
OFF-WIL-10002772,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,6.2208
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,6.3504
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,180.7659
OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,30.2634
OFF-BI-10000368,"Avery Binder Covers, Durable",Office Supplies,Binders,37.9848
OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,6.2208
OFF-BI-10000815,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,5.0688
OFF-ACC-10000233,"Acco Binder, Economy",Office Supplies,Binders,18.6624
OFF-BI-10002799,"Cardinal Binder Covers, Clear",Office Supplies,Binders,18.6624
OFF-BI-10002570,"Cardinal 3-Hole Punch, Clear",Office Supplies,Binders,150.984
OFF-BI-10002632,"Acco Binding Machine, Recycled",Office Supplies,Binders,53.2608
OFF-CAR-10004408,"Cardinal 3-Hole Punch, Economy",Office Supplies,Binders,21.0128
OFF-BI-10000894,"Avery Binder Covers, Clear",Office Supplies,Binders,5.97
OFF-IBI-10001772,"Ibico Index Tab, Clear",Office Supplies,Binders,97.88
OFF-CAR-10001911,"Cardinal Binder Covers, Clear",Office Supplies,Binders,114.9385
OFF-BI-10004654,VariCap6 Expandable Binder,Office Supplies,Binders,5.382
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,19.0512
OFF-BI-10004440,"Cardinal Binder, Economy",Office Supplies,Binders,7.6798
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,11.5432
OFF-BI-10004121,"Avery Index Tab, Durable",Office Supplies,Binders,27.93
OFF-AVE-10000608,"Avery Index Tab, Economy",Office Supplies,Binders,27.882
OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,40.4432
OFF-BI-10004142,"Acco Index Tab, Clear",Office Supplies,Binders,10.7301
OFF-BI-10000389,"Ibico Binding Machine, Clear",Office Supplies,Binders,9.3312
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,9.3312
OFF-BI-10001717,"Avery Hole Reinforcements, Durable",Office Supplies,Binders,22.9877
OFF-AVE-10002079,"Avery Binding Machine, Durable",Office Supplies,Binders,50.328
OFF-BI-10000368,"Avery Binder Covers, Durable",Office Supplies,Binders,10.7301
OFF-BI-10001253,"Acco Binder Covers, Recycled",Office Supplies,Binders,9.7608
OFF-BI-10002986,"Avery Binder Covers, Recycled",Office Supplies,Binders,5.8604
OFF-BI-10002193,"Wilson Jones Hole Reinforcements, Recycled",Office Supplies,Binders,3.1752
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,53.8608
OFF-WIL-10003299,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,6.4128
OFF-BI-10002172,"Acco Binding Machine, Recycled",Office Supplies,Binders,9.6632
OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",Office Supplies,Binders,9.3312
OFF-WIL-10001069,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,68.9631
OFF-IBI-10001494,"Ibico Index Tab, Durable",Office Supplies,Binders,6.5856
OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,Binders,45.528
OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",Office Supplies,Binders,28.819
OFF-BI-10002243,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,55.764
OFF-ACC-10004692,"Acco 3-Hole Punch, Recycled",Office Supplies,Binders,352.296
OFF-BI-10004436,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,12.3096
OFF-BI-10000583,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,80.7912
OFF-BI-10003650,"Ibico Index Tab, Clear",Office Supplies,Binders,41.5104
OFF-BI-10002919,"Acco Binder Covers, Durable",Office Supplies,Binders,6.4128
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,9.3312
OFF-BI-10000542,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,92.5056
OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,99.9408
OFF-BI-10001507,"Ibico Binder, Durable",Office Supplies,Binders,4.5402
OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,Binders,24.2696
OFF-IBI-10000440,"Ibico Binder Covers, Clear",Office Supplies,Binders,27.882
OFF-BI-10000765,"Avery Hole Reinforcements, Durable",Office Supplies,Binders,48.5392
OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,26.271
OFF-IBI-10004959,"Ibico Binder, Economy",Office Supplies,Binders,28.1718
OFF-IBI-10004074,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,11.7208
OFF-BI-10002708,"Acco Binder, Clear",Office Supplies,Binders,1.926
OFF-ACC-10002220,"Acco Binding Machine, Economy",Office Supplies,Binders,11.88
OFF-WIL-10000164,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,100.656
OFF-BI-10002570,"Cardinal 3-Hole Punch, Clear",Office Supplies,Binders,15.552
OFF-BI-10003503,"Cardinal Index Tab, Economy",Office Supplies,Binders,78.7528
OFF-BI-10002062,"Acco Hole Reinforcements, Economy",Office Supplies,Binders,9.7608
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,11.2504
OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,Binders,73.41
OFF-BI-10003025,"Cardinal Binding Machine, Durable",Office Supplies,Binders,6.2208
OFF-BI-10001804,"Avery Binder, Recycled",Office Supplies,Binders,21.7728
OFF-BI-10004553,"Cardinal Binder, Clear",Office Supplies,Binders,5.6644
OFF-BI-10001543,GBC VeloBinder Manual Binding System,Office Supplies,Binders,9.3906
OFF-BI-10000773,Insertable Tab Post Binder Dividers,Office Supplies,Binders,7.065
OFF-ACC-10001993,"Acco Binder Covers, Clear",Office Supplies,Binders,19.26
OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,18.2112
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,4.3904
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,6.2208
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,16.398
OFF-BI-10004589,"Avery Binding Machine, Economy",Office Supplies,Binders,3.1104
OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,7.704
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,6.174
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,8.073
OFF-BI-10003058,"Acco Binder Covers, Economy",Office Supplies,Binders,33.3136
OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,7.152
OFF-BI-10004181,"Avery 3-Hole Punch, Clear",Office Supplies,Binders,2.9302
OFF-BI-10004553,"Cardinal Binder, Clear",Office Supplies,Binders,9.3312
OFF-WIL-10002772,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,68.976
OFF-BI-10002894,"Avery Binding Machine, Durable",Office Supplies,Binders,10.224
OFF-BI-10003951,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,8.073
OFF-WIL-10002772,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,2.691
OFF-BI-10002040,"Ibico 3-Hole Punch, Recycled",Office Supplies,Binders,8.4966
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,21.7845
OFF-BI-10004142,"Acco Index Tab, Clear",Office Supplies,Binders,107.7216
OFF-BI-10002483,"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders,8.0464
OFF-WIL-10001889,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,22.4448
OFF-BI-10004369,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,18.6624
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders,9.3906
OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,50.328
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,5.616
OFF-CAR-10003373,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,6.2208
OFF-BI-10001097,Avery Hole Reinforcements,Office Supplies,Binders,24.47
OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,Binders,69.705
OFF-BI-10003705,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,46.1184
OFF-BI-10004651,"Cardinal Binding Machine, Clear",Office Supplies,Binders,20.85
OFF-BI-10000188,"Cardinal Hole Reinforcements, Economy",Office Supplies,Binders,13.455
OFF-BI-10004305,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,9.1056
OFF-BI-10002222,"Cardinal Binder Covers, Clear",Office Supplies,Binders,27.882
OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,25.48
OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders,32.5008
OFF-BI-10000542,"Ibico Binder Covers, Recycled",Office Supplies,Binders,28.858
OFF-BI-10001904,"Cardinal Binder Covers, Durable",Office Supplies,Binders,15.552
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,22.992
OFF-ACC-10000218,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,9.3312
OFF-AVE-10000608,"Avery Index Tab, Economy",Office Supplies,Binders,36.9288
OFF-BI-10001621,"Cardinal Binding Machine, Economy",Office Supplies,Binders,13.941
OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,Binders,21.7728
OFF-BI-10000871,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders,109.7208
OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,11.3288
OFF-BI-10004869,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,9.6192
OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,6.3504
OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,12.8256
OFF-BI-10000312,"Cardinal Binder Covers, Economy",Office Supplies,Binders,36.4044
OFF-BI-10001192,"Cardinal Binder, Clear",Office Supplies,Binders,60.2553
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,Binders,8.7138
OFF-BI-10001002,"Avery Binder Covers, Recycled",Office Supplies,Binders,15.552
OFF-BI-10000894,"Avery Binder Covers, Clear",Office Supplies,Binders,27.9936
OFF-BI-10000312,"Cardinal Binder Covers, Economy",Office Supplies,Binders,56.9772
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,6.2208
OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,22.8096
OFF-WIL-10000164,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,9.3312
OFF-AVE-10004308,"Avery Binder, Durable",Office Supplies,Binders,6.2208
OFF-IBI-10001494,"Ibico Index Tab, Durable",Office Supplies,Binders,79.8912
OFF-IBI-10001951,"Ibico Hole Reinforcements, Clear",Office Supplies,Binders,4.0572
OFF-WIL-10003774,"Wilson Jones Index Tab, Economy",Office Supplies,Binders,15.2292
OFF-ACC-10003422,"Acco Binder, Durable",Office Supplies,Binders,16.146
OFF-BI-10004868,"Wilson Jones Hole Reinforcements, Durable",Office Supplies,Binders,16.544
OFF-BI-10000312,"Cardinal Binder Covers, Economy",Office Supplies,Binders,100.4255
OFF-BI-10000115,"Acco Hole Reinforcements, Clear",Office Supplies,Binders,28.1718
OFF-ACC-10004182,"Acco Index Tab, Durable",Office Supplies,Binders,22.2264
OFF-BI-10002287,"Acco Index Tab, Clear",Office Supplies,Binders,12.672
OFF-BI-10003638,GBC Durable Plastic Covers,Office Supplies,Binders,5.6644
OFF-BI-10000368,"Avery Binder Covers, Durable",Office Supplies,Binders,3.501
OFF-BI-10002386,"Acco Index Tab, Clear",Office Supplies,Binders,15.336
OFF-BI-10000501,"Cardinal Binder, Durable",Office Supplies,Binders,53.8608
OFF-ACC-10004322,"Acco Binder, Clear",Office Supplies,Binders,5.3214
OFF-IBI-10002486,"Ibico Index Tab, Clear",Office Supplies,Binders,3.852
OFF-CAR-10001428,"Cardinal Index Tab, Durable",Office Supplies,Binders,79.8912
OFF-BI-10000620,"Wilson Jones Index Tab, Economy",Office Supplies,Binders,5.7624
OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,Binders,41.823
OFF-BI-10000816,"Ibico 3-Hole Punch, Recycled",Office Supplies,Binders,28.8576
OFF-BI-10000827,"Acco Binder, Recycled",Office Supplies,Binders,6.2208
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,6.4128
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders,15.552
OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders,6.2208
OFF-IBI-10002637,"Ibico Binding Machine, Durable",Office Supplies,Binders,0.84
OFF-CAR-10002375,"Cardinal Binder Covers, Durable",Office Supplies,Binders,18.447
OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,10.368
OFF-BI-10001192,"Cardinal Binder, Clear",Office Supplies,Binders,3.8048
OFF-ACC-10003422,"Acco Binder, Durable",Office Supplies,Binders,3.2256
OFF-BI-10004632,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,2.4824
OFF-BI-10004712,"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders,15.6426
OFF-BI-10001643,"Acco Binder, Recycled",Office Supplies,Binders,3.36
OFF-BI-10002681,"Ibico Binder, Clear",Office Supplies,Binders,2.4192
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,12.298
OFF-WIL-10003308,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders,1.1564
OFF-IBI-10001640,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,2.5578
OFF-BI-10003616,"Avery Binding Machine, Clear",Office Supplies,Binders,1.26
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,15.764
OFF-BI-10003763,"Ibico Index Tab, Economy",Office Supplies,Binders,0.5967
OFF-CAR-10000202,"Cardinal Binding Machine, Clear",Office Supplies,Binders,53.261
OFF-ACC-10000102,"Acco Binding Machine, Clear",Office Supplies,Binders,7.052
OFF-IBI-10004916,"Ibico Binder Covers, Recycled",Office Supplies,Binders,10.3168
